id;title;company;location;job_description;job_url;search_role;search_location;extracted_skills;skills_count
;Senior Python Data Scraping Engineer (Freelance);Mindrift;Indonesia;"Mindrift is looking for highly skilled Senior Python Data Scraping Engineers to join the Tendem project and drive specialized data scraping workflows within our hybrid AI + human system.

In this role, as an AI Pilot - that's how we refer to this role at Mindrift - you'll collaborate with Tendem Agents that handle repetitive tasks, while you provide critical thinking, domain expertise, and quality control to deliver accurate and actionable results.

This part-time remote opportunity is ideal for technical professionals with hands-on experience in web scraping, data extraction and processing.

What We Do

The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Generative AI by tapping into real-world expertise from across the globe.

This is a freelance role for a Tendem project. As a Senior Python Data Scraping Engineer, you'll handle data scraping tasks requiring technical precision for web extraction and processing, utilizing various tools such as our provided Apify and OpenRouter alongside your own resourceful approaches.

Key Responsibilities:


Own end-to-end data extraction workflows across complex websites, ensuring complete coverage, accuracy, and reliable delivery of structured datasets
Leverage internal tools (Apify, OpenRouter) alongside custom workflows to accelerate data collection, validation, and task execution while meeting defined requirements
Ensure reliable extraction from dynamic and interactive web sources, adapting approaches as needed to handle JavaScript-rendered content and changing site behavior
Enforce data quality standards through validation checks, cross-source consistency controls, adherence to formatting specifications, and systematic verification prior to delivery
Scale scraping operations for large datasets using efficient batching or parallelization, monitor failures, and maintain stability against minor site structure changes


Requirements:


At least 5+ years of relevant experience in data engineering, web scraping, automation, or software development (required)
Bachelor's or Master's Degree in Engineering, Applied Mathematics, Computer Science, or related technical fields is a plus
Candidates should have a strong technical foundation and practical experience with scripting, automation, and AI-assisted workflows. We are looking for specialists who can solve non-trivial problems, work confidently with LLMs, and systematically collect, structure, and validate data from diverse sources. A methodical, detail-oriented approach and the ability to work independently are essential
Strong experience in Python web scraping (BeautifulSoup, Selenium or similar), including dynamic content (JS, AJAX, infinite scroll) and APIs via proxies
Proven ability to extract data from complex structures (hierarchies, archived pages, inconsistent HTML)
Solid background in data cleaning, normalization, and validation, delivering structured datasets (CSV, JSON, Google Sheets)
Demonstrated experience handling anti-bot mechanisms and dynamic site structures at scale
Experience with cloud infrastructure (AWS or equivalent) and containerization (Docker) as part of real workflows
Hands-on experience with LLM frameworks (LangChain, OpenRouter, or similar) applied to automation tasks
Strong attention to detail and commitment to data accuracy
Self-directed work ethic with ability to troubleshoot independently
A link to GitHub is a plus
English proficiency: Upper-intermediate (B2) or above (required)


Project time expectations

For this project, tasks are estimated to require around 10-20 hours per week during active phases, based on project requirements. This is an estimate, not a guaranteed workload, and applies only while the project is active.

Compensation

On this project, contributors can earn up to $30 per hour equivalent, depending on their level and pace of contribution.

Compensation varies across projects depending on scope, complexity, and required expertise. Please note that other projects on the platform may offer different earning levels based on their requirements.";https://id.linkedin.com/jobs/view/senior-python-data-scraping-engineer-freelance-at-mindrift-4419812760?position=25&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=41mlYDShRByHBMHBSbGBiw%3D%3D;Machine Learning;Indonesia;['python', 'aws', 'git', 'java', 'docker', 'javascript'];6
;AVP-TFE Business Insights, Experiments and Automation;PT. Indosat Tbk;Jakarta Raya, Indonesia;"The Role Summary

The AVP of TFE Business Insights, Experiments and Automation owns three core areas for TFE (Telco Financial Ecosystem): (1) experiments, (2) insight generation for TFE products, and (3) AI and automation.

TFE products include Paket Darurat (emergency credit for prepaid users), SMS Banking and other products (eg. . The role is responsible for designing statistically rigorous experiments, generating actionable insights from data, and building AI/automation solutions that enable the team to operate at high velocity.

The role requires someone who can work independently across the full experiment lifecycle: from building hypotheses using behavioral data, to calculating sample sizes and power, to running the test, to analyzing results with proper statistical methods, to making the call on whether to scale, iterate, or kill.

We operate on a self-service principle where this role owns 80%+ of analysis end-to-end, minimizing dependency on the Data team for basic queries and experiment analysis.

Responsibilities


Experiment Design & Statistical Analysis
Design and run 10+ experiments per month with proper statistical methodology
Own the full experiment lifecycle: hypothesis → power analysis → sample sizing → execution → analysis → scaling decision
Calculate sample sizes, minimum detectable effects, and run duration before launching experiments
Apply proper statistical methods (ie. t-tests, chi-square, confidence intervals, p-values) to determine if results are significant
Maintain experiment tracking with proper control group management to ensure robustness of experiment results
Build the prioritization framework (ie. ICE scoring) to ensure effective deployment of resources
Business Insights & Analytics
Build and maintain dashboards for North Star metrics and experiment performance
Conduct funnel analysis, cohort analysis, and conversion optimization
Translate analytical findings into clear recommendations for leadership
Document learnings to ensure that the team has a robust system to track, learn, and compound from previous learnings
AI & Automation
Build automated reporting pipelines to reduce manual effort (ie. daily/weekly performance reports)
Design AI-powered workflows for campaign personalization and audience segmentation
Deploy self-hosted and self-developed AI/automation solutions to reduce manual effort
Build internal tools to support process execution, and drive adoption within team and across broader company
Drive adoption of internal AI tools (ie. ExperiLoom for experiment analysis, Palette for campaign execution)
Cross-Functional Collaboration
Work with Data Analytics & Engineering for data access, pipeline development, and experiment infrastructure
Partner with Data Science on model development (ie. propensity models, churn prediction)
Provide insights and recommendations to leadership backed by data


Key Qualifications And Skills


Analytical skills and SQL proficiency: The role requires someone who can independently build hypotheses from user behavior data and design statistically rigorous experiments. This includes the ability to query and analyze data in BigQuery using SQL. Must be comfortable with statistical concepts (ie. hypothesis testing, confidence intervals, p-values, power analysis, regression)
Experiment experience: Proven track record designing and analyzing A/B tests at scale
Experiment execution: Hands-on experience with setting up experiments using available tools (ie. communication channels, SMS, app communication tools, landing pages)
AI capabilities: Understanding of applications of data science models in experiments and marketing
Communication skills: Able to explain technical findings to non-technical stakeholders. Strong stakeholder management


Nice to Have


Background in telco, fintech, or insurance industries
Strong interest in applying AI (LLM and traditional ML), automation, and self-hosting into professional settings";https://id.linkedin.com/jobs/view/avp-tfe-business-insights-experiments-and-automation-at-pt-indosat-tbk-4418949837?position=26&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=eXIk5M%2FYV2vpttfNEebPew%3D%3D;Machine Learning;Indonesia;['sql'];1
;English Data Annotator;Concentrix;Surakarta;"Role Overview:

As an English Data Annotator, you will play a critical role in the development of Artificial Intelligence and Machine Learning models. Your primary task is to label, categorize, and refine English-language datasets (text, audio, or images) to help AI systems understand human language, context, and intent with high precision.




Key Responsibilities:

Accurately tag and annotate large volumes of English text based on specific project guidelines (e.g., identifying parts of speech, named entities, or intent).
Review, validate, and refine AI-generated content for grammatical, semantic, and contextual accuracy.
Maintain consistency and quality across all deliverables while adhering to established project standards and timelines.
Collaborate effectively with the project team to provide feedback and contribute to continuous improvement.
Maintain strict confidentiality and comply with all project deadlines and quality assurance protocols.




Qualifications:

Good proficiency in English is a must, minimum B2 level.
Willing to work from office in our office Concentrix Surakarta.
Diploma/Bachelor’s degree holder
Fresh Graduates are welcome.
Prior work experience on Social Media platforms, either as Content Moderator/Reviewer or as Customer Service is a plus.
Dependable with strong attention to detail
Skilled in multi-tasking; including the ability to be flexible and adapt to changes quickly
Tolerance for repetitive work in a fast-paced, high production work environment
High on teamwork and engagement, mature & has the analytical thinking.
Wiling to work in rotational 24/7 shifting schedule (if needed).";https://id.linkedin.com/jobs/view/english-data-annotator-at-concentrix-4420249030?position=28&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=2fP%2BYDdDE3%2FJgAFkc6OZpQ%3D%3D;Machine Learning;Indonesia;[];0
;Senior Product Manager (Remote, Contract);INFUSE;Baki;"OUR HIRING PROCESS:


We will review your application against our job requirements. We do not employ machine learning technologies during this phase as we believe every human deserves attention from another human. We do not think machines can evaluate your application quite like our seasoned recruiting professionals—every person is unique. We promise to give your candidacy a fair and detailed assessment.
We may then invite you to submit a video interview for the review of the hiring manager. This video interview is often followed by a test or short project that allows us to determine whether you will be a good fit for the team.
At this point, we will invite you to interview with our hiring manager and/or the interview team. Please note: We do not conduct interviews via text message, Telegram, etc. and we never hire anyone into our organization without having met you face-to-face (or via Zoom). You will be invited to come to a live meeting or Zoom, where you will meet our INFUSE team.
From there on, it’s decision time! If you are still excited to join INFUSE and we like you as much, we will have a conversation about your offer. We do not make offers without giving you the opportunity to speak with us live.


INFUSE is committed to complying with applicable data privacy and security laws and regulations. For more information, please see our Privacy Policy

We're looking for a Senior Product Manager (Special Hires) to lead the strategy, development, and implementation of new systems, tools, and business processes that will power our next stage of growth. You'll work at the intersection of business strategy and technical execution — turning big-picture goals into real, measurable outcomes.

What You'll Do


Partner with leadership and department heads to define the vision for new solutions and tools that drive business outcomes
Transform strategic goals into actionable product solutions, aligning technical capabilities with business priorities
Own the full product lifecycle - from discovery and requirements gathering through release, implementation into the business process, and continuous optimization
Bridge business stakeholders and technical teams, ensuring clarity, alignment, and transparency at every stage
Analyze existing processes, identify automation opportunities, and implement effective solutions
Collaborate across business analysts, designers, and engineering - and independently cover niche projects or product stages when needed


What We're Looking For


5+ years as a Product or Project Manager in a fast-paced digital or tech-driven environment, with measurable delivery results
Proven track record in business process analysis, optimization, and digital transformation
Strong analytical mindset with data-informed decision-making
Deep understanding of when to build vs. when to solve without development
Experience building automations to optimize processes and manual tasks
Proficiency in no-code/low-code tools for early-stage prototyping and hypothesis validation
Excellent communication and stakeholder alignment skills
Self-driven, highly organized, comfortable working remotely across time zones
Fluent English (spoken and written)
Nice to have: Business Analysis background


We strive to make our hiring process fair and comfortable for all candidates. Our process may include one-way video interviews, behavioral assessments, and timed cognitive tests. If you are an individual with a disability or are neurodiverse and need specific accommodations—such as extra time on a test, an alternative communication format, or flexible scheduling—please feel free to let us know. We’re happy to work with you to ensure you can perform at your best.";https://id.linkedin.com/jobs/view/senior-product-manager-remote-contract-at-infuse-4420495845?position=29&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=i2C%2B7%2BEsou7zCKNz3hSgYw%3D%3D;Machine Learning;Indonesia;['aws', 'git'];2
;Specialist AI Data Governance;Permata Bank;Tangerang Selatan;"Company Description :

We are one of the top 10 biggest banks in terms of assets in Indonesia and listed in the Indonesia Stock Exchange. Permata Bank is a KBMI 3 with a strong core capital of nearly 50 trillion rupiahs. We believe that our employees are our greatest asset, and we are deeply committed to creating an environment where they can Learn, Grow, and Make a difference. This commitment is reflected in the recognition we've received-HR Excellent Award 2024 in the Learning Development and Knowledge Management categories. In addition, we achieve a net profit of over 2 trillions rupiahs in 2024, further solidifying our position as a leading financial institution.




Why PermataBank ?

Here at PermataBank, you will Learn, Grow, and Make A Difference,

You will have the appetite and the ability to learn many things, challenged to grow beyond ways you can imagine, and see the incredible difference you would have made along the journey.

This is our platform for you. We cannot promise a smooth ride, but rest assured, it is going to be a meaningful journey!

Learn : We always think innovatively to improve the way we work, making it easier, better and faster.
Grow : We provide excellent service to customers and encourage excellent performance in our daily work.
Make a difference : We understand each other and together build strong relationships with internal and external parties based on mutual respect.




Job Description:

Establish and enforce data policy frameworks and standards to ensure data quality, consistency, and security across the organization.
Ensure each business unit has access to valid, reliable, and trusted data.
Define and maintain clear data ownership across all data domains.
Monitor and improve data quality and governance practices continuously.
Mitigate legal and compliance risks by ensuring adherence to applicable data protection regulations.




Job Requirement:

Bachelor’s degree in Information System, Computer Science, or related field
3 years of experience in Data Governance, IT Governance, Compliance, or Risk Management, with specific experience in AI/ML/Gen AI projects.
Strong understanding of relationship between business process, architecture, control, risk , compliance and data technology.
Strong problem-solving, organizational, and interpersonal skills are crucial for collaborating with various business stakeholders
Familiar with modern enterprise data platforms and governance tools.
Experience in banking/financial services is highly preferred.




Directorates:

Technology




PT Bank Permata Tbk hereby informs that the company does not impose any charges in the employee recruitment process.";https://id.linkedin.com/jobs/view/specialist-ai-data-governance-at-permata-bank-4417872594?position=30&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=jWXvxpOqQXVTWPCe8M5xMA%3D%3D;Machine Learning;Indonesia;['rust'];1
;Fraud Analyst;VIDA Digital Identity;Jakarta;"About VIDA

VIDA is a digital identity company on a mission to make trust simple, secure, and accessible in a digital-first world. We work with enterprises and institutions to prevent fraud, enable compliant growth, and protect users through cutting-edge identity verification and risk intelligence solutions.

As fraud continues to evolve in scale and sophistication—especially with AI-driven attack vectors—VIDA is building a world-class fraud and risk capability grounded in data, science, and real-world impact.

Role Overview

We are looking for a Fraud Analyst to join our Data Science organization and work closely with our Chief Data Science Officer. This role sits at the intersection of fraud intelligence, data analysis, and product impact.

You will analyze fraud patterns across identity verification, onboarding, and transaction flows; generate actionable insights; and help inform both model development and business decisions. This is a hands-on role with high visibility and the opportunity to shape how VIDA detects, understands, and mitigates fraud at scale.

Key Responsibilities

Fraud Analysis & Intelligence


Analyze fraud trends, patterns, and anomalies across VIDA’s products and client use cases.
Investigate fraud cases and networks, including emerging and AI-enabled fraud typologies.
Own the end-to-end fraud rules lifecycle—from data analysis and hypothesis formation to rule design, testing/validation, deployment to production, and ongoing monitoring/optimization to prevent real-world fraud.


Data & Model Collaboration


Work closely with data scientists and engineers to support fraud detection models, rules, and risk strategies.
Help define fraud labels, evaluation metrics, and feedback loops to improve model performance.
Validate model outputs and translate results into business-relevant insights.


Reporting & Communication


Build dashboards, reports, and analyses for internal stakeholders, including Product, Risk, and Leadership.
Present findings and recommendations to the CDSO and cross-functional teams.
Contribute to thought leadership, whitepapers, or external-facing insights on fraud trends (as appropriate).


Process & Strategy Support


Help improve fraud monitoring processes, investigation workflows, and documentation.
Support experimentation and A/B testing of fraud controls or detection strategies.
Stay current on global fraud trends, regulatory developments, and adversarial tactics.


Required Qualifications


2–5+ years of experience in fraud analysis, risk analytics, data analysis, or a related field.
Strong analytical skills with the ability to interpret complex datasets and identify meaningful patterns.
Proficiency in SQL; experience with Python is a strong plus.
Experience working with fraud, risk, identity, payments, or trust & safety data.
Ability to clearly communicate insights to both technical and non-technical audiences.


Preferred Qualifications


Experience in digital identity, fintech, payments, or cybersecurity environments.
Familiarity with machine learning concepts and how fraud models are built and evaluated.
Experience working with large-scale or real-time data systems.
Exposure to global fraud patterns and cross-market risk dynamics.


What We’re Looking For


Curious, skeptical, and detail-oriented—someone who enjoys uncovering “what’s really going on” in the data.
Comfortable working in ambiguity and evolving problem spaces.
Strong sense of ownership and accountability.
Able to balance precision with pragmatism in a fast-moving environment.


Why Join VIDA


Work directly with senior leadership and influence core product and risk strategy.
Tackle real-world fraud problems with global impact.
Collaborate with a highly capable, mission-driven data and product team.
Grow your expertise at the frontier of identity, AI, and fraud prevention.";https://id.linkedin.com/jobs/view/fraud-analyst-at-vida-digital-identity-4371104461?position=31&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=WKvGIzwXXOv%2BRXwEyq6S%2Bg%3D%3D;Machine Learning;Indonesia;['python', 'git', 'rust', 'sql'];4
;AI & Cloud Solution Architect, BytePlus - Indonesia;ByteDance;Jakarta;"Responsibilities
Join the Innovative BytePlus Team
As part of BytePlus, you'll help enterprise customers build what's next for their business. Leveraging ByteDance's cutting-edge technologies, we are devoted to developing innovative products and solutions to shape the future. We help our clients to focus on what truly matters. Centering on innovation and excellence, we create game-changing solutions that help businesses to unleash their potential. You can help us to achieve our mission.

Responsibilities
- Support the Sales Teams to Qualify leads, Identify Customers' Pain Points and Translate Technologies into Solutions that meet Customers' Business Goals.
- Call upon Technical Expertise and Sales Acumen to lead the Qualification process through Demos, Presentations, Architecture Design Sessions & Technical Workshops.
- Lead RFPs/RFIs/Hands-on POCs by owning the overall process, and ensuring an optimum collaboration across all stakeholders. Convert POCs into Contracts.
- Become a Trusted Advisor Internally and Externally by providing Thought Leadership, Industry Knowledge, and deep understanding across all Technologies that ByteDance B2B is providing.
- Collaborate with all stakeholders including Solution Team, Product Team, Strategy, and R&D, to help influence product roadmap based on Market Feedback in your region.
- Build or improve Tools and Processes to help scale highly customized Technical POCs.
- Present to C-Suite, Business and Technical stakeholders to help raise brand awareness of ByteDance B2B across APAC. Articulate Business and Technical value.
- Upsell, cross-sell and drive adoption of ByteDance solutions for existing customers.

Qualifications
Minimum Qualifications
- Engineering Bachelor degree and above;
- 3+ years of related work experience, preferably solution engineering, IT solution consultant and pre-sale role;
- Demonstrate strong strategic thinking and analytical skills with past projects

Preferred Qualifications
- Basic to advanced development skills is plus (e.g. front-end: JS & frameworks, iOS/Android; back-end: microservices & API integration; Network architecture and topologies for video solutions).
- Knowledge in public cloud IaaS products is a plus
- Knowledge in Security and Compliance practice is a plus
- Experience in Project Management
- Excellent communication skills, both written and verbal
- Thrives in fast-paced, ambiguous startup environments; self-starter with a proactive, can-do attitude
- Detail-oriented yet able to see the bigger picture; collaborative team player who drives goals to successful completion
- Product-wise, preferably have deep understanding of video PaaS solutions (livestreaming, RTC, video on demand, CDN) and ML-driven solutions (ML Recommend, computer vision, NLP, audio processing, etc)
- Industry-wise, preferably have worked with large enterprise clients in verticals like Retail, Media, Entertainment, Gaming, etc

About Us
Founded in 2012, ByteDance's mission is to inspire creativity and enrich life. With a suite of more than a dozen products, including TikTok, Lemon8, CapCut and Pico as well as platforms specific to the China market, including Toutiao, Douyin, and Xigua, ByteDance has made it easier and more fun for people to connect with, consume, and create content.​


Why Join ByteDance
Inspiring creativity is at the core of ByteDance's mission. Our innovative products are built to help people authentically express themselves, discover and connect – and our global, diverse teams make that possible. Together, we create value for our communities, inspire creativity and enrich life - a mission we work towards every day.​
As ByteDancers, we strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our Company, and our users. When we create and grow together, the possibilities are limitless. Join us.​
Diversity & Inclusion​
ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.​";https://id.linkedin.com/jobs/view/ai-cloud-solution-architect-byteplus-indonesia-at-bytedance-4418293569?position=33&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=ir9iiaHUGwlQRBgod58i1Q%3D%3D;Machine Learning;Indonesia;['express', 'ios', 'rust', 'android'];4
;Financial Strategy & Analytics Specialist | Remote;Crossing Hurdles;Indonesia;"Position: Financial Analyst

Type: Hourly contract

Location: Remote

Commitment: 10 40 hours/week




Role Responsibilities

Analyze complex financial data to identify trends and deliver actionable business insights.
Evaluate embedded finance opportunities and support investment strategy initiatives.
Develop predictive financial models and data visualizations using modern analytics tools.
Conduct market and industry research to support strategic recommendations.
Present financial findings clearly through written reports and stakeholder presentations.
Monitor trends in digital finance, embedded finance, and regional economic markets.
Collaborate with cross-functional teams to translate analytical insights into business outcomes.




Requirements

Bachelor s degree in Finance, Economics, or a related field.
Strong experience in financial analysis, forecasting, and predictive analytics.
Proficiency with visualization and analytics tools such as Power BI, Tableau, Python, or R.
Experience with investment strategy and embedded finance initiatives.
Excellent written and verbal communication skills with strong attention to detail.
Strong research and analytical capabilities for synthesizing financial information.
Understanding of Asian financial markets and economic trends.




Application Process (Takes 20 Min)

Easy Apply on LinkedIn
Check email for next steps
Participate in resume evaluation & interview stage";https://id.linkedin.com/jobs/view/financial-strategy-analytics-specialist-remote-at-crossing-hurdles-4409930554?position=35&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=fvYxudyWn8b12%2FyLVmEe6g%3D%3D;Machine Learning;Indonesia;['tableau', 'python', 'git', 'power bi'];4
;Junior Project Manager (Remote, Contract);INFUSE;Baki;"OUR HIRING PROCESS:


We will review your application against our job requirements. We do not employ machine learning technologies during this phase as we believe every human deserves attention from another human. We do not think machines can evaluate your application quite like our seasoned recruiting professionals—every person is unique. We promise to give your candidacy a fair and detailed assessment.
We may then invite you to submit a video interview for the review of the hiring manager. This video interview is often followed by a test or short project that allows us to determine whether you will be a good fit for the team.
At this point, we will invite you to interview with our hiring manager and/or the interview team. Please note: We do not conduct interviews via text message, Telegram, etc. and we never hire anyone into our organization without having met you face-to-face (or via Zoom). You will be invited to come to a live meeting or Zoom, where you will meet our INFUSE team.
From there on, it’s decision time! If you are still excited to join INFUSE and we like you as much, we will have a conversation about your offer. We do not make offers without giving you the opportunity to speak with us live.


INFUSE is committed to complying with applicable data privacy and security laws and regulations. For more information, please see our Privacy Policy

We're looking for a Junior Project Manager to support our Project and Product Managers across planning, execution, and delivery. You're highly organized, analytically minded, and genuinely excited about using AI tools in your daily work. This is a role for someone who wants to grow fast in a hands-on, innovation-driven environment.

What You'll Do


Support senior PMs in developing project documentation and independently lead smaller-scale projects
Help define project scope, goals, and deliverables aligned with business objectives
Schedule and facilitate meetings — preparing agendas and documenting outcomes
Monitor timelines and milestones, keeping projects on track
Maintain documentation, project trackers, and knowledge bases
Conduct research and data analysis based on project needs
Use AI tools for research, prompt engineering, and workflow optimization
Collaborate with stakeholders to identify pain points and recommend process improvements


What We're Looking For


1+ years of experience in project management or a similar IT role
Proven hands-on experience with AI tools (Claude, ChatGPT, Gemini, or similar) for research, documentation, data analysis, and workflow tasks
Strong AI prompting skills — crafting effective prompts, iterating on outputs, rapid prototyping
Proficiency in project management tools: Jira, Confluence, Miro, Figma, Notion, or similar
Strong written and verbal English (B2+) — structuring documents, reporting, presentations
Nice to have: experience working with development teams
Nice to have: B2B commerce or marketing background


We strive to make our hiring process fair and comfortable for all candidates. Our process may include one-way video interviews, behavioral assessments, and timed cognitive tests. If you are an individual with a disability or are neurodiverse and need specific accommodations—such as extra time on a test, an alternative communication format, or flexible scheduling—please feel free to let us know. We’re happy to work with you to ensure you can perform at your best.";https://id.linkedin.com/jobs/view/junior-project-manager-remote-contract-at-infuse-4419972769?position=36&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=xIHq4SyMEcwMJaQGTRzg9Q%3D%3D;Machine Learning;Indonesia;['aws'];1
;Senior Researcher - Bioinformatics & Data Science Research Center (BDSRC);BINUS University;Jakarta;"Job Description

Research Process :


Plan, design and manage assigned research projects
Identify project goals, research methods, variables, and other test parameters
Collect, analyze and organize information and data
Use an appropriate and creative methodology to design and manage a research project (e.g., quantitative and/or qualitative methods, may include both pilot and development work)
Apply a variety of research techniques to gather relevant information (e.g., document analysis, surveys, case studies and interviews (face-to-face, telephone and online)
Verify and ensure database and information confidentiality
Ensure all team members complete their tasks and work cooperatively with the team
Liaise with related parties and direct gathering data process
Collect data and offer recommendations on evaluating the project
Create and update research schedules to maintain research progress activities
Review gathered research and analyze various sets of data, interpret data, and assembled research reports writing
Assemble relevant information and compose intervention and organization evaluations
Compose writings on research projects and construct material for evaluations, and blog entries
Explore and review external studies and various research relevant


Research Publication & Dissemination


Proactively explore publication opportunities in related research
Prepare research projects result for publication according to valid rules and publication in related journal
Review and develop abstract for published research
Prepare, present and disseminate results in media and events (i.e., verbal, writing)
Partner coordination, produce research outputs and present findings
Examine and conduct testing theories related in research project


Research Evaluation And Development


Supervise project evaluation, develop new proposals, prepare evaluation reports, and write grant applications
Collect data and offer recommendations on evaluating the project
Summarize and explain research findings and implications
Communicate the research evaluation planning and result
Develop new research theme, evaluation tools/methods and improved systems
Keep up to date with research techniques and new ways of thinking in the sector
Design quantitative and qualitative research tools and methods


External Grant And Proposal Activities


Develop grant proposals by identifying research topics, designing research projects, identifying the needs of the studies, and designing innovative tools and programs
Conduct grant proposal submission process with the management committee
Act as point of contact in promoting knowledge related to Research Center activities (i.e. columnist in a media or spokesperson in public seminar, etc.)


Communication & Networking


Represent the organization at internal and external research events
Network with academics, public officials, partners, third sector and think tanks
Collaborate with external parties (universities, NGO, etc) to increase research / publication output


Management Support Activities


Provide Report to direct Supervisor
Monitor the overall documentation process in related area
Suggest improvement process related to activities in area of responsibilities (especially related to time concern, effort and cost)
Perform activities related to Quality Management System
Perform additional tasks as required by Direct Supervisor


Requirements


Doctoral Degree in Computer Sience/Biotechnology/Biomedical Engineering
Minimum 6 years of working experience & 2 years in supervisory level
Strong knowledge on Research Methodology
Strong practical knowledge on Bioinformatics & Data Science
Willing to be placed in West Jakarta";https://id.linkedin.com/jobs/view/senior-researcher-bioinformatics-data-science-research-center-bdsrc-at-binus-university-4420951600?position=37&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=DQ8U1g4z%2FBtzX%2FLUvt68rw%3D%3D;Machine Learning;Indonesia;[];0
;Python Developer - Remote in Indonesia;Anyone AI;Jakarta;"Anyone AI is recruiting skilled Python Developers to work on a project with a leading AI lab.

Qualifications:


Advanced professional written proficiency in English
3–7 years of professional software engineering experience
Strong proficiency in Python and JavaScript/TypeScript; working knowledge of Java, C#, or Go
Backend or full‑stack development experience in production systems
Experience with testing frameworks (e.g., pytest, Jest, JUnit, xUnit, Go testing)
Proven ability to debug and navigate large, multi‑file codebases
Experience with code reviews, refactoring, and production migrations


Engagement: Part-time, project-based expert evaluation work

Work Type: Remote

Contributors will design and evaluate realistic software engineering tasks, including bug resolution, feature implementation, refactoring/migration, and test generation. Work includes both creating complex coding scenarios and reviewing peer submissions for quality and accuracy.

This is a project-based consultant role. Consultants will be paid on a per-project basis; hourly rates are estimates based on anticipated completion time. Consultants control their own schedule, provide their own tools, and may simultaneously provide services to other vendors/employers (subject to those vendors’ allowances).

Responsibilities:

Contributors will:


Design and implement multi-file coding tasks across bug fixing, feature development, refactoring, and testing
Write clear natural-language specifications and reference implementations
Develop and extend unit and integration test suites
Review peer-generated tasks for correctness, clarity, and realism
Identify edge cases, ambiguities, and potential failure modes
Ensure alignment between specifications, code, and expected outputs


Expected Outcomes:


High-quality, production-realistic coding tasks
Complete and correct reference implementations
Robust test coverage and validation artifacts
Structured, actionable peer review feedback";https://id.linkedin.com/jobs/view/python-developer-remote-in-indonesia-at-anyone-ai-4420672414?position=41&pageNum=0&refId=hg64XF2As6DsqMx%2Fww7BkQ%3D%3D&trackingId=Rq%2BUA6EywVfqI93FeMSiyA%3D%3D;Machine Learning;Indonesia;['python', 'c#', 'ios', 'java', 'typescript', 'javascript'];6
